,CustomerID,Recency,Frequency,Monetary,Cluster
593,13158.0,95,4,1180.0,0
594,13159.0,9,4,1166.19,0
595,13160.0,22,1,75.89999999999999,0
596,13161.0,313,1,68.75,0
597,13162.0,122,4,1156.15,0
598,13165.0,46,2,349.28000000000003,0
599,13166.0,283,1,349.6,0
600,13167.0,19,4,389.26,0
601,13168.0,36,4,1041.74,0
602,13169.0,64,2,212.3,0
603,13170.0,27,1,95.22,0
604,13171.0,22,3,248.81,0
605,13173.0,4,2,286.66,0
606,13174.0,16,3,1832.4299999999998,0
607,13176.0,46,1,295.37999999999994,0
608,13177.0,65,1,264.6,0
609,13178.0,26,11,4522.150000000001,2
610,13182.0,45,1,121.18,0
611,13183.0,8,9,1057.1299999999999,0
612,13184.0,15,10,1358.4699999999998,0
613,13186.0,40,3,1326.32,0
614,13187.0,337,1,128.92000000000002,0
615,13188.0,11,1,99.60000000000001,0
616,13189.0,19,2,167.28000000000003,0
617,13192.0,95,2,744.1900000000002,0
618,13193.0,61,1,73.88000000000001,0
619,13194.0,136,1,60.7,0
620,13196.0,11,4,1686.18,0
621,13198.0,10,6,3168.05,2
622,13199.0,8,19,1741.6999999999998,0
623,13200.0,22,3,553.72,0
624,13203.0,10,4,798.6800000000001,0
625,13207.0,15,2,178.86,0
626,13208.0,59,6,996.05,0
627,13209.0,30,7,4673.110000000001,2
628,13210.0,94,1,293.0,0
629,13211.0,10,3,483.42,0
630,13212.0,20,3,424.78000000000003,0
631,13213.0,57,5,1173.48,0
632,13216.0,268,1,10.5,0
633,13217.0,122,1,52.02,0
634,13218.0,127,1,56.76,0
635,13220.0,78,2,172.44000000000003,0
636,13221.0,240,2,519.9100000000001,0
637,13223.0,200,1,62.4,0
638,13224.0,60,2,1212.37,0
639,13226.0,273,1,85.50999999999999,0
640,13227.0,202,1,190.2,0
641,13229.0,226,1,123.15,0
642,13230.0,4,14,1956.75,0
643,13232.0,13,7,853.26,0
644,13233.0,74,2,477.2,0
645,13235.0,212,1,870.57,0
646,13236.0,25,2,559.48,0
647,13238.0,23,3,481.18,0
648,13239.0,262,1,292.12,0
649,13240.0,96,4,560.5500000000001,0
650,13242.0,112,3,270.40000000000003,0
651,13243.0,203,1,480.0200000000001,0
652,13244.0,93,1,81.89000000000001,0
653,13245.0,51,1,191.4,0
654,13246.0,18,6,818.5299999999999,0
655,13247.0,18,4,474.72,0
656,13248.0,125,2,434.21000000000004,0
657,13249.0,93,1,75.97999999999999,0
658,13253.0,157,2,380.16,0
659,13255.0,9,2,198.46000000000004,0
660,13258.0,12,3,376.78,0
661,13259.0,62,1,237.28000000000003,0
662,13260.0,61,1,82.32,0
663,13261.0,269,2,198.0,0
664,13262.0,263,1,114.44,0
665,13263.0,1,34,6268.0599999999995,2
666,13265.0,53,5,1205.92,0
667,13266.0,11,12,2275.6099999999997,2
668,13267.0,3,18,3338.6400000000003,2
669,13268.0,18,10,2728.26,2
670,13269.0,1,15,4082.86,2
671,13271.0,37,1,205.53999999999994,0
672,13272.0,31,2,192.16000000000003,0
673,13273.0,113,1,128.54,0
674,13276.0,64,2,339.18,0
675,13277.0,16,3,159.4,0
676,13278.0,41,1,436.06,0
677,13279.0,78,1,137.75,0
678,13280.0,122,3,723.45,0
679,13282.0,18,3,659.44,0
680,13283.0,60,2,93.66,0
681,13284.0,331,1,130.89,0
682,13285.0,23,4,2506.52,2
683,13291.0,156,1,313.81,0
684,13292.0,39,2,418.4499999999999,0
685,13294.0,190,2,646.64,0
686,13295.0,360,1,168.3,0
687,13296.0,137,1,53.4,0
688,13297.0,8,4,1241.6900000000003,0
689,13298.0,1,1,90.0,0
690,13299.0,268,1,82.80000000000001,0
691,13300.0,169,1,348.89,0
692,13301.0,104,4,496.24,0
693,13304.0,351,1,227.0,0
694,13305.0,4,10,928.8100000000001,0
695,13307.0,120,1,15.0,0
696,13308.0,23,3,985.68,0
697,13309.0,7,5,1249.28,0
698,13310.0,28,3,1015.73,0
699,13311.0,4,2,385.02,0
700,13313.0,22,5,1475.12,0
701,13314.0,2,3,605.9900000000001,0
702,13316.0,37,4,555.89,0
703,13317.0,66,6,1674.2800000000002,0
704,13318.0,1,3,379.5399999999999,0
705,13319.0,5,26,8673.04,2
706,13320.0,78,4,1532.1999999999998,0
707,13321.0,86,1,175.64,0
708,13322.0,17,1,180.03,0
709,13323.0,3,5,583.8499999999999,0
710,13324.0,36,8,911.9999999999999,0
711,13325.0,82,1,338.3,0
712,13327.0,39,8,2349.3199999999993,2
713,13328.0,316,1,235.68,0
714,13329.0,32,2,312.47999999999996,0
715,13330.0,93,3,961.3799999999999,0
716,13332.0,14,1,302.7,0
717,13334.0,82,3,2980.37,2
718,13336.0,77,1,728.4000000000001,0
719,13338.0,158,1,297.71999999999997,0
720,13339.0,201,1,539.4199999999998,0
721,13340.0,45,6,2090.16,2
722,13341.0,261,1,585.6999999999999,0
723,13343.0,178,1,246.57999999999998,0
724,13344.0,68,3,1584.7899999999997,0
725,13345.0,288,1,299.7,0
726,13347.0,70,1,148.79999999999998,0
727,13348.0,64,1,233.76,0
728,13349.0,11,1,197.31999999999996,0
729,13350.0,16,2,588.2700000000001,0
730,13351.0,66,1,258.49,0
731,13352.0,60,1,316.18,0
732,13354.0,71,1,684.9100000000003,0
733,13355.0,122,1,504.1000000000001,0
734,13356.0,80,1,530.74,0
735,13357.0,257,1,441.59999999999997,0
